id,original_filename,original_path,new_filename,output_path,extension,file_size_bytes,width,height,sha256,duplicate_exact,duplicate_visual,duplicate_group_id,title,description,primary_sector,secondary_categories,sub_sector,activity,project,partner,province,territory,locality,beneficiaries,people_type,tags,visible_text,date_taken,date_source,gps_available,confidence,classification_reason,website_category,website_slug,alt_text,caption,review_required,processing_status,error_message,original_candidate,parent_folder,file_modified,orientation,exif_available,gps_raw,perceptual_hash
67647b5a-0e56-4bd1-a4f3-b864de7f694d,DSC_0626.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0626.jpg,afd_enfance_activites_enfants_site_communautaire_001.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_001.jpg,.jpg,1908632,4821,2774,c14a7132f9cafc559140526d2369b4214a4b3f986391bcea0bcacf0927fcc0c0,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-25 21:10:42,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_001,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-25T12:10:42,,true,,066759f1b5a56c53
57ac0a2a-5e33-4593-91dc-6456ea6af8c6,DSC_0627.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0627.jpg,afd_enfance_activites_enfants_site_communautaire_002.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_002.jpg,.jpg,3114707,6016,4016,8b83e3899cafc34a8ba13c3752776836801d25f52ba71a751e9a560f32c47262,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-25 21:10:48,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_002,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-25T12:10:48,,true,,0c0d4e4ee6920f0f
6f261b06-b1ad-4cd7-b511-a6c356c6970f,DSC_0628.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0628.jpg,afd_enfance_activites_enfants_site_communautaire_003.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_003.jpg,.jpg,3067366,6016,4016,9f0dc1cf36cb272960882a4ddcd7e994f834e5cc81536302123662a55bf299ec,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-25 21:10:50,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_003,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-25T12:10:50,,true,,0c0d6766d292270f
2d5bdae0-2f88-4d55-9424-760049d99db1,DSC_0957.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0957.jpg,afd_enfance_activites_enfants_site_communautaire_004.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_004.jpg,.jpg,2572310,6016,4016,90c5a8055a77caa1e2d0c426746144a5239da118ebb31fe1ce5827c318d518e2,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-29 23:31:10,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_004,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-29T14:31:10,,true,,2939b09098d0f062
56997f98-801e-4774-be41-fee87307c9b2,DSC_0962.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0962.jpg,afd_enfance_activites_enfants_site_communautaire_005.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_005.jpg,.jpg,2624488,6016,4016,86f766ce02dcc72fa80682997ab4dfeac0dc8fa14304a6a30efbbb4f02004493,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-29 23:31:24,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_005,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-29T14:31:24,,true,,c31320e8e0c8dcc4
7c1a6d6c-f526-45d4-9a8c-dd5d640e1a17,DSC_0964.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0964.jpg,afd_enfance_activites_enfants_site_communautaire_006.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_006.jpg,.jpg,2944628,6016,4016,902039c582849870e2a55377de3e49de4fc58e598ddf07c64d8d1bac8574684e,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-29 23:31:24,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_006,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-29T14:31:24,,true,,9312f260e0c8c0f0
9f9c04c0-c5fa-4a4b-ab7f-d28ff228dc71,DSC_0970.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_0970.jpg,afd_enfance_activites_enfants_site_communautaire_007.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_007.jpg,.jpg,2326297,5331,4016,4496604f2c4638687b84b698d8127715e43d60cffbd4ead717cbf758ce8ed982,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-06-29 23:31:39,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_007,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-06-29T14:31:40,,true,,2661e0c0d0c8d4a0
54fc1917-3932-4af0-a64e-664cee08a367,DSC_1255.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1255.jpg,afd_enfance_activites_enfants_site_communautaire_008.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_008.jpg,.jpg,1940937,6016,4016,f15a9f86b71935307d3a4f0f58e40f05f158ae619a658f43a3152e96e6653355,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-07-04 16:50:14,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_008,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-07-04T07:50:14,,true,,3624267269e9d21e
0cfb4b70-5dfd-42d8-9cb6-130bfed069d5,DSC_1257.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1257.jpg,afd_enfance_activites_enfants_site_communautaire_009.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_009.jpg,.jpg,1927388,6016,4016,f6d28c1e2994cf177b2e45f686a45ccba7e0592d56fdae63daaf18bd4049c37b,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-07-04 16:50:24,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_009,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-07-04T07:50:24,,true,,4d65edede6c2d8d1
4a7978dd-e84d-45ee-8d7a-dbd75ec425c7,DSC_1258.jpg,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children\DSC_1258.jpg,afd_enfance_activites_enfants_site_communautaire_010.jpg,D:\Maquette_AFD\Banque des images AFD - Classees\12_enfance\afd_enfance_activites_enfants_site_communautaire_010.jpg,.jpg,1489406,6016,4016,6eed15f4ff32e3bb2ad36ba08a5e0df92c577a4331ebd344fb6c237d97d0aa69,false,false,,Enfants en contexte communautaire,"Groupes d'enfants et quelques adultes visibles dans un environnement communautaire avec abris, maisons, espaces exterieurs et presence AFD sur certaines images.",enfance,protection; missions_terrain; sensibilisation,enfants_en_contexte_communautaire,activites_enfants,,,,,,enfants; communautes,enfants; femmes; personnel_afd,enfants; activite_communautaire; site_communautaire; abris; personnel_afd; mission_terrain,AFD visible sur certains vetements ou supports; banderoles visibles sur certaines images.,2026-07-04 16:50:25,exif,false,moyen,"Planche-contact verifiee: enfants en groupe, abris et contexte communautaire visibles; le dossier confirme une serie centree sur les enfants.",enfance,afd_enfance_activites_enfants_site_communautaire_010,Enfants reunis dans un contexte communautaire accompagne par l'AFD.,Enfants et membres de la communaute photographies dans un environnement communautaire avec presence de l'AFD.,false,already_exists,,true,D:\Maquette_AFD\Banque des images AFD\Banque Images 1\All children,2026-07-04T07:50:26,,true,,6de5cdede562f8d9
